Cognome;Nome Completo;Ruolo;Ruoli Mantra;Quotazione attuale;Quotazione iniziale;Squadra;Piede;Nazionalità;Data Nascita;Foto;Media Voto;Media Fantavoto
Estupinan;Estupinan Pervis;D;"Ds;E";2;7;Brighton;sinistro;"Ecuador;Spagna";21/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Karbownik;Karbownik Michal;D;"Dd;Ds;E";2;2;Brighton;ambidestro;Polonia;13/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gross;Gross Pascal;C;"E;C";20;7;Brighton;destro;Germania;15/06/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Alzate;Alzate Steven;C;"M;C";4;5;Brighton;destro;"Colombia;Inghilterra";08/09/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ayari;Ayari Yasin;C;"M;C";1;1;Brighton;destro;"Svezia;Tunisia";06/10/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Caicedo M.;Caicedo Moses;C;"M;C";10;13;Chelsea;destro;Ecuador;02/11/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Dahoud;Dahoud Mahmoud;C;"M;C";5;10;Brighton;destro;"Germania;Siria";01/01/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Milner;Milner James;C;"M;C";1;5;Brighton;destro;Inghilterra;04/01/1986 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gilmour;Gilmour Billy;C;C;4;4;Brighton;destro;Scozia;11/06/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
March;March Solly;C;W;9;19;Brighton;sinistro;Inghilterra;20/07/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lallana;Lallana Adam;C;T;6;9;Brighton;ambidestro;Inghilterra;10/05/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Buonanotte;Buonanotte Facundo;C;"W;T";14;7;Brighton;sinistro;Argentina;23/12/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Moder;Moder Jakub;C;"W;T";4;1;Brighton;destro;Polonia;07/04/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Enciso;Enciso Julio;C;"T;A";8;17;Brighton;destro;Paraguay;22/01/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Adingra;Adingra Simon;A;A;19;7;Brighton;destro;Costa d''Avorio;01/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Joao Pedro J.;Joao Pedro Junqueira;A;A;17;7;Brighton;destro;Brasile;26/09/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mitoma;Mitoma Kaoru;A;A;14;12;Brighton;destro;Giappone;20/05/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Undav;Undav Deniz;A;A;6;6;Brighton;destro;Germania;19/07/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Connolly;Connolly Aaaron;A;Pc;1;1;Brighton;destro;Irlanda;28/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ferguson E.;Ferguson Evan;A;Pc;14;8;Brighton;destro;Irlanda;19/10/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Welbeck;Welbeck Danny;A;Pc;15;8;Brighton;destro;"Inghilterra;Ghana";26/11/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zeqiri;Zeqiri Andy;A;Pc;8;9;Brighton;sinistro;"Svizzera;Kosovo";22/06/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bettinelli;Bettinelli Marcus;P;Por;1;1;Chelsea;destro;Inghilterra;24/05/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kepa;Kepa Arrizabalaga ;P;Por;10;12;Real Madrid;destro;Spagna;03/10/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Slonina;Slonina Gabriel;P;Por;1;1;Chelsea;destro;"Stati Uniti;Polonia";15/05/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Badiashile;Badiashile Benoit;D;Dc;2;9;Chelsea;sinistro;"Francia;Repubblica Democratica del Congo";26/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Chalobah T.;Chalobah Trevoh;D;Dc;4;5;Chelsea;destro;"Inghilterra;Sierra Leone";05/07/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fofana W.;Fofana Wesley;D;Dc;1;1;Chelsea;destro;"Francia;Costa d''Avorio";17/12/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Thiago Silva;Thiago Silva;D;Dc;10;10;Chelsea;destro;Brasile;22/09/1984 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Colwill;Colwill Levi;D;"Ds;Dc";7;1;Chelsea;sinistro;Inghilterra;26/02/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gusto;Gusto Malo;D;"Dd;E";7;8;Chelsea;destro;Francia;19/05/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
James R.;James Reece;D;"Dd;E";7;15;Chelsea;destro;Inghilterra;08/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Chilwell;Chilwell Ben;D;"Ds;E";6;13;Chelsea;sinistro;Inghilterra;21/12/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Cucurella;Cucurella Marc;D;"Ds;E";2;7;Chelsea;sinistro;Spagna;22/07/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hall;Hall Lewis;D;"Ds;E";6;2;Newcastle United;sinistro;Inghilterra;08/09/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Maatsen;Maatsen Ian;D;"Ds;E";12;4;Borussia Dortmund;sinistro;"Olanda;Suriname";10/03/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Andrey Santos;Andrey Santos;C;"M;C";5;5;Chelsea;destro;Brasile;03/05/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fernandez E.;Fernandez Enzo;C;"M;C";14;12;Chelsea;destro;Argentina;17/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ugochukwu;Ugochukwu Lesley;C;"M;C";2;4;Chelsea;destro;"Francia;Nigeria";26/03/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Casadei;Casadei Cesare;C;"C;T";2;3;Chelsea;destro;Italia;10/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Chukwuemeka;Chukwuemeka Carney;C;"C;T";5;3;Chelsea;destro;"Inghilterra;Nigeria";20/10/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gallagher;Gallagher Conor;C;"C;T";17;8;Chelsea;destro;Inghilterra;06/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Angelo ;Angelo Gabriel;C;W;3;3;Chelsea;sinistro;Brasile;21/12/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ziyech;Ziyech Hakim;C;"W;T";9;9;Chelsea;sinistro;"Marocco;Olanda";19/03/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hudson-Odoi;Hudson-Odoi Callum;A;"W;A";6;6;Chelsea;destro;"Inghilterra;Ghana";07/11/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Madueke;Madueke Noni;A;A;11;4;Chelsea;sinistro;"Inghilterra;Nigeria";10/03/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Moreira;Moreira Diego;A;A;2;1;Chelsea;sinistro;"Portogallo;Belgio";06/08/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mudryk;Mudryk Mychaylo;A;A;16;9;Chelsea;destro;Ucraina;05/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nkunku;Nkunku Christopher;A;A;17;34;Chelsea;destro;"Francia;Repubblica Democratica del Congo";14/11/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sterling;Sterling Raheem;A;A;27;12;Chelsea;destro;"Inghilterra;Giamaica";08/12/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Broja;Broja Armando;A;Pc;8;1;Chelsea;destro;"Albania;Inghilterra";10/09/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Jackson;Jackson Nicolas;A;Pc;31;15;Chelsea;destro;"Senegal;Gambia";20/06/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lukaku;Lukaku Romelu;A;Pc;25;16;Roma;sinistro;"Belgio;Repubblica Democratica del Congo";13/03/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Adrian;Adrian;P;Por;1;1;Liverpool;destro;Spagna;03/01/1987 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Alisson;Alisson;P;Por;13;16;Liverpool;destro;Brasile;02/10/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kelleher;Kelleher Caoimhin;P;Por;5;1;Liverpool;destro;Irlanda;23/11/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Konate' I.;Konatè Ibrahima;D;Dc;3;11;Liverpool;destro;Francia;25/05/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Matip;Matip Joel;D;Dc;1;7;Liverpool;destro;"Camerun;Germania";08/08/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Phillips N.;Phillips Nathaniel;D;Dc;1;1;Liverpool;destro;Inghilterra;21/03/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Van Dijk;Van Dijk Virgil;D;Dc;10;19;Liverpool;destro;"Olanda;Suriname";08/07/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gomez J.;Gomez Joe;D;"Dd;Dc";5;3;Liverpool;destro;"Inghilterra;Gambia";23/05/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Alexander-Arnold;Alexander-Arnold Trent;D;"Dd;E";15;21;Liverpool;destro;Inghilterra;07/10/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Robertson;Robertson Andrew;D;"Ds;E";16;18;Liverpool;sinistro;Scozia;11/03/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Tsimikas;Tsimikas Konstantinos;D;"Ds;E";5;3;Liverpool;sinistro;Grecia;12/05/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bajcetic;Bajcetic Stefan;C;"M;C";2;1;Liverpool;destro;"Spagna;Serbia";22/10/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Morton;Morton Tyler;C;"M;C";1;1;Liverpool;destro;Inghilterra;31/10/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Thiago;Thiago Alcantara;C;C;1;9;Liverpool;destro;"Spagna;Brasile";11/04/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mac Allister;Mac Allister Alexis;C;"C;T";19;20;Liverpool;destro;Argentina;24/12/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Elliott;Elliott Harvey;C;"C;W";20;7;Liverpool;sinistro;Inghilterra;04/04/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Jones C.;Jones Curtis;C;"C;W;T";4;8;Liverpool;destro;Inghilterra;30/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Szoboszlai;Szoboszlai Dominik;C;"W;T";14;21;Liverpool;destro;Ungheria;25/10/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Diogo Jota;Diogo Jota;A;A;22;16;Liverpool;destro;Portogallo;04/12/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gakpo;Gakpo Cody;A;A;22;16;Liverpool;destro;"Olanda;Togo";07/05/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Luis Diaz;Luis Diaz;A;A;20;18;Liverpool;destro;Colombia;13/01/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Salah;Salah Mohamed;A;A;40;35;Liverpool;sinistro;Egitto;15/06/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nunez;Nunez Darwin;A;Pc;25;27;Liverpool;destro;Uruguay;24/06/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Carson;Carson Scott;P;Por;1;1;Manchester City;destro;Inghilterra;03/09/1985 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ederson;Ederson;P;Por;11;17;Manchester City;sinistro;"Brasile;Portogallo";17/08/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ortega;Ortega Stefan;P;Por;8;1;Manchester City;destro;"Germania;Spagna";06/11/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Steffen Z.;Steffen Zack;P;Por;1;1;Manchester City;destro;Stati Uniti;02/04/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Akanji;Akanji Manuel;D;Dc;9;11;Manchester City;destro;"Svizzera;Nigeria";19/07/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Harwood-Bellis;Harwood-Bellis Taylor;D;Dc;1;1;Manchester City;destro;Inghilterra;30/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Laporte;Laporte Aymeric;D;Dc;9;9;Manchester City;sinistro;"Francia;Spagna";27/05/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ruben Dias;Ruben Dias;D;Dc;7;15;Manchester City;destro;Portogallo;14/05/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Stones;Stones John;D;"Dd;Dc";9;11;Manchester City;destro;Inghilterra;28/05/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Walker;Walker Kyle;D;"Dd;Dc";11;9;Manchester City;destro;Inghilterra;28/05/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ake';Akè Nathan;D;"Ds;Dc";13;8;Manchester City;sinistro;"Olanda;Costa d''Avorio";18/02/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lewis R.;Lewis Rico;D;"Dd;E";6;2;Manchester City;destro;Inghilterra;21/11/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gomez S.;Gomez Sergio;D;"Ds;E";2;2;Manchester City;sinistro;Spagna;04/09/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Cancelo;Cancelo Joao;D;"Dd;Ds;E";13;12;Barcellona;destro;Portogallo;27/05/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Rodri;Rodri;C;M;21;15;Manchester City;destro;Spagna;22/06/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Perrone;Perrone Maximo;C;"M;C";1;1;Manchester City;sinistro;Argentina;07/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Phillips K.;Phillips Kalvin;C;"M;C";1;6;West Ham;destro;"Inghilterra;Giamaica";02/12/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Doyle T.;Doyle Tommy;C;C;1;1;Manchester City;destro;Inghilterra;17/10/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kovacic;Kovacic Mateo;C;C;8;10;Manchester City;destro;Croazia;06/05/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mcatee;McAtee James;C;"C;T";1;1;Manchester City;sinistro;Inghilterra;18/10/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
De Bruyne;De Bruyne Kevin;C;T;28;31;Manchester City;destro;Belgio;28/06/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bernardo Silva;Bernardo Silva;C;"W;T";25;27;Manchester City;sinistro;Portogallo;10/08/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Grealish;Grealish Jack;C;"W;T";17;27;Manchester City;destro;Inghilterra;10/09/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Palmer;Palmer Cole;C;"W;T";35;2;Chelsea;sinistro;Inghilterra;06/05/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Foden;Foden Phil;C;"W;A";34;33;Manchester City;sinistro;Inghilterra;28/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Alvarez J.;Alvarez Julian;A;Pc;24;14;Manchester City;destro;Argentina;31/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Haaland;Haaland Erling;A;Pc;45;52;Manchester City;sinistro;Norvegia;21/07/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Heaton;Heaton Tom;P;Por;1;1;Manchester United;destro;Inghilterra;15/04/1986 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Henderson D.;Henderson Dean;P;Por;1;1;Manchester United;destro;Inghilterra;12/03/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Onana;Onana Andrè;P;Por;12;14;Manchester United;destro;Camerun;02/04/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bailly;Bailly Eric;D;Dc;2;2;Villarreal;destro;Costa d''Avorio;12/04/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lindelof;Lindelof Victor;D;Dc;5;4;Manchester United;destro;Svezia;17/07/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Maguire;Maguire Harry;D;Dc;7;6;Manchester United;destro;Inghilterra;05/03/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Martinez Lis.;Martinez Lisandro;D;Dc;4;9;Manchester United;sinistro;Argentina;18/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mengi;Mengi Teden;D;Dc;1;1;Manchester United;destro;"Inghilterra;Angola";30/04/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Varane;Varane Raphael;D;Dc;5;11;Manchester United;destro;"Francia;Martinica";25/04/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Wan-Bissaka;Wan-Bissaka Aaron;D;"Dd;E";2;7;Manchester United;destro;"Inghilterra;Repubblica Democratica del Congo";26/11/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fernandez A.;Fernandez Alvaro;D;"Ds;E";1;1;Manchester United;sinistro;Spagna;23/03/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Malacia;Malacia Tyrell;D;"Ds;E";1;3;Manchester United;sinistro;"Olanda;Curacao";17/08/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Shaw;Shaw Luke;D;"Ds;E";3;9;Manchester United;sinistro;Inghilterra;12/07/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Dalot;Dalot Diogo;D;"Dd;Ds;E";11;7;Manchester United;destro;Portogallo;18/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Williams B.;Williams Brandon;D;"Dd;Ds;E";1;1;Manchester United;destro;Inghilterra;03/09/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Casemiro;Casemiro;C;"M;C";7;15;Manchester United;destro;Brasile;23/02/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fred;Fred;C;"M;C";8;8;Manchester United;sinistro;Brasile;05/03/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mctominay;McTominay Scott;C;"M;C";17;7;Manchester United;destro;"Scozia;Inghilterra";08/12/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Eriksen;Eriksen Christian;C;"C;T";7;8;Manchester United;ambidestro;Danimarca;14/02/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hannibal;Mejbri Hannibal;C;"C;T";1;1;Siviglia;destro;"Tunisia;Francia";21/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Van De Beek;van de Beek Donny;C;"C;T";2;4;Eintracht Francoforte;destro;Olanda;18/04/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pellistri;Pellistri Facundo;C;W;4;1;Manchester United;destro;"Uruguay;Spagna";20/12/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bruno Fernandes;Bruno Fernandes;C;T;21;25;Manchester United;destro;Portogallo;08/09/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mount;Mount Mason;C;T;8;17;Manchester United;destro;Inghilterra;10/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Shoretire;Shoretire Shola;C;"T;A";1;1;Manchester United;destro;"Inghilterra;Nigeria";02/02/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
